,phrase,label,sentiment,subjectivity,language,count
Krim-Brücke,Krim-Brücke,LOC,-0.5,0.0,de,4
Verbraucherpreise,Verbraucherpreise,LOC,0.175,0.0,de,4
Münster,Münster,LOC,-0.175,0.0,de,4
Scholz,Scholz,LOC,0.08333333333333333,0.0,de-DE,4
Republik Moldau,Republik Moldau,LOC,0.0,0.0,de,4
Bonn,Bonn,LOC,-0.175,0.0,de,4
Przewodów,Przewodów,LOC,0.35,0.0,de,4
Ukrainekrieg,Ukrainekrieg,LOC,-0.175,0.0,de,4
Stromausfällen,Stromausfällen,LOC,0.0,0.0,de,4
Niedersachsen,Niedersachsen,LOC,0.175,0.0,de,4
Jerusalem,Jerusalem,LOC,0.0,0.0,de,4
Brandenburg,Brandenburg,LOC,0.175,0.0,de,4
Kurden,Kurden,LOC,-0.5,0.0,de,4
Schweiz,Schweiz,LOC,0.175,0.0,de,4
Sachsen,Sachsen,LOC,0.35,0.25,de,4
Spanien,Spanien,LOC,0.0,0.0,de,3
Bulgarien,Bulgarien,LOC,0.2333333333333333,0.0,de,3
Thailand,Thailand,LOC,-0.2833333333333333,0.0,de,3
Vereinigten Arabischen Emiraten,Vereinigten Arabischen Emiraten,LOC,0.0,0.0,de,3
Algerien,Algerien,LOC,0.4666666666666666,0.0,de,3
Dachau,Dachau,LOC,0.0,0.3333333333333333,de,3
Hessens,Hessens,LOC,-0.2333333333333333,0.0,de,3
Qualitätsartikel,Qualitätsartikel,LOC,-1.0,0.0,de,3
Freitagabend.,Freitagabend.,LOC,0.0,0.0,de,3
Atomkraftwerk Saporischschja,Atomkraftwerk Saporischschja,LOC,0.0,0.0,de,3
Donnerstag:,Donnerstag:,LOC,-0.3333333333333333,0.0,de,3
Millionen,Millionen,LOC,0.0,0.0,de,3
Arosa,Arosa,LOC,0.0,0.0,de,3
Frankreichs,Frankreichs,LOC,0.0,0.0,de,3
Mengen,Mengen,LOC,0.0,0.3333333333333333,de,3
Dnipro,Dnipro,LOC,0.0,0.0,de,3
Landtag,Landtag,LOC,0.3333333333333333,0.0,de,3
Ukraine: AKW Saporischschja,Ukraine: AKW Saporischschja,LOC,0.0,0.0,de,3
Russen,Russen,LOC,0.10000000000000002,0.0,de,3
Katar,Katar,LOC,0.0,0.0,de,3
Ostseeküste,Ostseeküste,LOC,0.0,0.0,de,3
Putin,Putin,LOC,-0.3333333333333333,0.0,de,3
Oberösterreich,Oberösterreich,LOC,0.0,0.0,de,3
Wärmestuben,Wärmestuben,LOC,0.0,0.0,de,3
Moskaus,Moskaus,LOC,0.3333333333333333,0.0,de,3
Levi,Levi,LOC,0.6666666666666666,0.0,de,3
Griechenland,Griechenland,LOC,0.4666666666666666,0.0,de,3
Energiespardebatten,Energiespardebatten,LOC,-0.10000000000000002,0.0,de,3
Bayerns,Bayerns,LOC,0.2333333333333333,0.3333333333333333,de,3
Ukraine-News am Dienstag:,Ukraine-News am Dienstag:,LOC,0.0,0.3333333333333333,de,3
Vilnius,Vilnius,LOC,0.0,0.0,de,3
Gasspeicherverband,Gasspeicherverband,LOC,0.0,0.0,de,3
New York,New York,LOC,0.0,0.0,de,3
Emsland,Emsland,LOC,0.2833333333333333,0.0,de,3
Zentrum Istanbuls,Zentrum Istanbuls,LOC,0.0,0.0,de,3
Gas-Lieferungen,Gas-Lieferungen,LOC,0.0,0.0,de,3
Nordrhein-Westfalen,Nordrhein-Westfalen,LOC,0.2333333333333333,0.0,de,3
Kernkraftwerk Saporischschja,Kernkraftwerk Saporischschja,LOC,0.0,0.0,de,3
Litauen.,Litauen.,LOC,0.0,0.0,de,3
Lützerath,Lützerath,LOC,0.45,0.3333333333333333,de,3
Ukraine:,Ukraine:,LOC,0.0,0.0,de,3
Südostasien,Südostasien,LOC,0.2333333333333333,0.0,de,3
Drohnenangriffen,Drohnenangriffen,LOC,0.0,0.0,de,3
Ukraine?,Ukraine?,LOC,0.0,0.0,de,3
Lwiw,Lwiw,LOC,-0.3333333333333333,0.0,de,3
Kasachstan,Kasachstan,LOC,0.0,0.3333333333333333,de,3
Oberhausen,Oberhausen,LOC,-0.6666666666666666,0.0,de,3
Atomtests,Atomtests,LOC,-0.6999999999999998,0.0,de,3
Halle,Halle,LOC,-0.2333333333333333,0.0,de-DE,3
Ankara,Ankara,LOC,-0.3333333333333333,0.0,de,3
Nordsee,Nordsee,LOC,0.0,0.0,de,3
Ostseebad,Ostseebad,LOC,0.125,0.0,de,2
Nordkorea,Nordkorea,LOC,-0.175,0.0,de,2
Teherans,Teherans,LOC,0.0,0.0,de,2
Lubmin,Lubmin,LOC,0.125,0.0,de,2
Statistische Bundesamt,Statistische Bundesamt,LOC,0.35,0.0,de,2
Berlins,Berlins,LOC,0.35,0.0,de,2
Russische Verteidigungsanlage,Russische Verteidigungsanlage,LOC,0.0,0.0,de,2
Tölzer Stadtklinik,Tölzer Stadtklinik,LOC,-0.7,0.0,de,2
Flüssigerdgas-Terminals,Flüssigerdgas-Terminals,LOC,-0.5,0.0,de,2
St. Petersburg,St. Petersburg,LOC,0.425,0.0,de,2
Bundesrepublik,Bundesrepublik,LOC,-0.07500000000000001,0.5,de,2
Technigaz,Technigaz,LOC,0.0,0.0,de,2
Ostdeutschland,Ostdeutschland,LOC,0.0,1.0,de,2
GTT,GTT,LOC,0.0,0.0,de,2
Petersburger,Petersburger,LOC,-1.0,0.0,de,2
US-Regierung,US-Regierung,LOC,0.0,0.0,de,2
Cherson.,Cherson.,LOC,-1.0,0.0,de,2
Corona,Corona,LOC,0.0,0.0,de,2
Irkutsk,Irkutsk,LOC,-1.0,0.0,de,2
Südukraine,Südukraine,LOC,0.0,0.0,de,2
Swatowe,Swatowe,LOC,0.0,0.0,de,2
Peking,Peking,LOC,0.0,0.0,de,2
Niedersachsens,Niedersachsens,LOC,0.0,0.0,de,2
ungarische Regierung,ungarische Regierung,LOC,0.0,0.0,de,2
Bayern.,Bayern.,LOC,0.0,0.0,de,2
Usbekistan,Usbekistan,LOC,0.0,0.5,de,2
Statistischen Bundesamtes,Statistischen Bundesamtes,LOC,0.0,0.0,de,2
Großbritanniens,Großbritanniens,LOC,0.0,0.0,de,2
Mannheim,Mannheim,LOC,0.0,0.0,de,2
Selenskyj-Berater,Selenskyj-Berater,LOC,0.35,0.0,de,2
Essen,Essen,LOC,0.0,0.0,de,2
Schwarzmeer-Halbinsel,Schwarzmeer-Halbinsel,LOC,-0.925,0.0,de,2
Pipeline Nord Stream 2,Pipeline Nord Stream 2,LOC,0.0,0.0,de,2
Weiße Haus,Weiße Haus,LOC,0.0,0.0,de,2
Planegger Pharma-Großhandel Sanacorp,Planegger Pharma-Großhandel Sanacorp,LOC,-0.7,0.0,de,2
Slowakei,Slowakei,LOC,0.0,0.0,de,2
Slowenien,Slowenien,LOC,0.0,0.0,de,2
Boomregion,Boomregion,LOC,0.7,0.0,de,2
Afghanistan,Afghanistan,LOC,0.0,0.0,de,2
Jahresverbrauchs,Jahresverbrauchs,LOC,0.0,1.0,de,2
Fast-Food-Restaurants,Fast-Food-Restaurants,LOC,-1.0,0.0,de,2
AKW Saporischschja.,AKW Saporischschja.,LOC,-0.7,0.0,de,2
Ukraine-News am Donnerstag:,Ukraine-News am Donnerstag:,LOC,0.0,0.0,de,2
Israels,Israels,LOC,1.0,0.0,de,2
Afrika,Afrika,LOC,0.175,0.75,de,2
Globus,Globus,LOC,0.0,0.0,de,2
Beiersdorf,Beiersdorf,LOC,0.0,0.0,de,2
Istiklal-Straße,Istiklal-Straße,LOC,-1.0,0.0,de,2
Beiersdorf-Vorstandschef,Beiersdorf-Vorstandschef,LOC,0.0,0.0,de,2
Sewastopol,Sewastopol,LOC,0.0,0.0,de,2
Hörnli,Hörnli,LOC,-0.35,0.0,de,2
Istanbuler Innenstadt,Istanbuler Innenstadt,LOC,-0.5,0.5,de,2
Dortmund.,Dortmund.,LOC,0.0,0.0,de,2
Russland: Duma,Russland: Duma,LOC,-0.35,0.0,de,2
Rehden,Rehden,LOC,0.0,0.0,de,2
Bosnien und Herzegowina,Bosnien und Herzegowina,LOC,0.0,0.0,de,2
Montag.,Montag.,LOC,0.0,0.0,de,2
Tschechien,Tschechien,LOC,0.0,0.0,de,2
Oberkappel,Oberkappel,LOC,0.0,0.0,de,2
Meer,Meer,LOC,0.0,0.0,de,2
Ukraine-News am Freitag:,Ukraine-News am Freitag:,LOC,-0.425,0.0,de,2
türkische Regierung,türkische Regierung,LOC,-0.5,0.0,de,2
Kreistags,Kreistags,LOC,0.7,0.0,de,2
G20-Gipels,G20-Gipels,LOC,0.7,0.0,de,2
Alten Synagoge,Alten Synagoge,LOC,0.0,0.0,de,2
Vielerorts,Vielerorts,LOC,0.7,0.0,de,2
Asien,Asien,LOC,0.0,0.0,de,2
Evakuiert,Evakuiert,LOC,0.0,0.0,de,2
Athen,Athen,LOC,0.35,0.0,de,2
Luxusprodukten,Luxusprodukten,LOC,0.0,0.0,de,2
Ukraine-Update am Abend,Ukraine-Update am Abend,LOC,0.5,0.0,de,2
Teuer-Winter,Teuer-Winter,LOC,0.7,0.0,de,2
Ukrainerin,Ukrainerin,LOC,-0.5,0.0,de,2
Detroit.,Detroit.,LOC,0.0,0.0,de,2
Ostdeutsche,Ostdeutsche,LOC,0.0,0.5,de,2
Energiepreisbremsen,Energiepreisbremsen,LOC,0.0,0.0,de,2
Wismar,Wismar,LOC,0.0,0.0,de,2
Kasseler,Kasseler,LOC,0.0,0.0,de,2
Saporischschja +++,Saporischschja +++,LOC,-0.35,0.0,de,2
St…,St…,LOC,0.35,0.0,de,2
Salzgitter,Salzgitter,LOC,0.0,0.0,de,2
Mittwochabend.,Mittwochabend.,LOC,0.0,0.0,de,2
Glasgow,Glasgow,LOC,0.0,0.0,de,2
Wetter: Erster Schnee,Wetter: Erster Schnee,LOC,0.0,0.0,de,2
Argentinien,Argentinien,LOC,0.0,0.0,de,2
Korjukiwka,Korjukiwka,LOC,0.0,0.0,de,2
Düsseldorf.,Düsseldorf.,LOC,0.0,0.0,de,2
"Kiew
","Kiew
",LOC,-0.7,0.0,de,2
Steiermark,Steiermark,LOC,0.85,0.0,de,2
Istanbul.,Istanbul.,LOC,0.0,0.0,de,2
Corona-Jahren,Corona-Jahren,LOC,0.0,0.0,de,2
Preisschock.,Preisschock.,LOC,0.0,0.0,de,2
Polen:,Polen:,LOC,0.0,0.0,de,2
Corona-Krise,Corona-Krise,LOC,0.175,0.0,de,2
Agora,Agora,LOC,0.0,0.0,de,2
Dorf Prz…,Dorf Prz…,LOC,0.0,0.0,de,2
Heizen,Heizen,LOC,0.0,0.0,de,2
vereinigten Deutschland.,vereinigten Deutschland.,LOC,0.7,0.0,de,2
Hallwang,Hallwang,LOC,-0.7,0.0,de,2
Tausenden Wärmestuben,Tausenden Wärmestuben,LOC,0.0,0.0,de,2
Schwedens,Schwedens,LOC,0.0,0.0,de,2
Königreich,Königreich,LOC,-1.0,0.0,de,2
Stockholm,Stockholm,LOC,0.0,0.0,de,2
Schulschwimmbad,Schulschwimmbad,LOC,-0.35,0.0,de,2
Vereinigten Staaten,Vereinigten Staaten,LOC,0.25,0.25,de,2
Minustemperaturen,Minustemperaturen,LOC,0.0,0.0,de,2
Deutscjland.,Deutscjland.,LOC,1.0,0.0,de,2
Chisinau,Chisinau,LOC,-0.5,0.0,de,2
Moldaus,Moldaus,LOC,-1.0,0.0,de,2
A44,A44,LOC,-0.5,0.0,de,2
bayerischen Alpen,bayerischen Alpen,LOC,0.0,0.0,de,2
fünfmaliger,fünfmaliger,LOC,0.0,0.0,de,2
Ukraine-Krieg: Bayern,Ukraine-Krieg: Bayern,LOC,0.0,0.0,de,2
Kaprun,Kaprun,LOC,0.5,0.0,de,2
Weißrussland,Weißrussland,LOC,0.15000000000000002,0.0,de,2
Gilching.,Gilching.,LOC,0.0,1.0,de,2
Luxemburg.,Luxemburg.,LOC,0.0,0.0,de,2
Stadt Dachau,Stadt Dachau,LOC,0.0,0.0,de,2
Nord Stream:,Nord Stream:,LOC,-0.5,0.0,de,2
Buche.,Buche.,LOC,0.0,0.0,de,2
Scharm,Scharm,LOC,0.0,0.0,de,2
Bussen,Bussen,LOC,-0.5,0.0,de,2
Odessa.,Odessa.,LOC,0.0,0.0,de,2
Leipzig.,Leipzig.,LOC,0.0,0.0,de,2
Energieinfrastuktur,Energieinfrastuktur,LOC,0.0,0.0,de,2
Schwierig,Schwierig,LOC,0.0,0.0,de,2
ukrainische Regierung,ukrainische Regierung,LOC,0.0,0.0,de,2
Wahnsinns-Preisspirale,Wahnsinns-Preisspirale,LOC,0.0,0.0,de,2
Umentscheidungen,Umentscheidungen,LOC,1.0,0.0,de,2
Kulmbach,Kulmbach,LOC,0.0,0.0,de,2
Weihnachts-Evangelium,Weihnachts-Evangelium,LOC,0.0,0.0,de,2
Inflationskrise,Inflationskrise,LOC,0.7,0.0,de,2
Preis-Explosion,Preis-Explosion,LOC,0.0,0.0,de,2
Küste Bornholms.,Küste Bornholms.,LOC,0.35,0.5,de,2
Weßling,Weßling,LOC,1.0,0.0,de,2
Wowtschansk,Wowtschansk,LOC,0.15000000000000002,0.0,de,2
Tausende,Tausende,LOC,-0.15000000000000002,0.0,de,2
Wetter: Schnee,Wetter: Schnee,LOC,0.0,0.0,de,2
Neustadt bei Coburg,Neustadt bei Coburg,LOC,1.0,0.0,de,2
Japaner,Japaner,LOC,0.7,0.0,de,2
Geizen,Geizen,LOC,0.0,0.0,de,2
Japan,Japan,LOC,-0.5,0.0,de,2
Kongo,Kongo,LOC,0.0,0.0,de,2
M23,M23,LOC,0.0,0.0,de,2
XXL-Europagipfel,XXL-Europagipfel,LOC,-0.7,0.0,de,2
Großraum Jerusalem,Großraum Jerusalem,LOC,-1.0,0.0,de,2
Reißleine,Reißleine,LOC,-0.7,0.0,de,2
Donbass,Donbass,LOC,-0.5,0.0,de,2
Sachsen-Anhalts,Sachsen-Anhalts,LOC,0.0,0.0,de,2
Statistischen Bundesamts,Statistischen Bundesamts,LOC,0.0,0.0,de,2
Live-Ticker:,Live-Ticker:,LOC,0.0,0.0,de,2
BeschÃ¤ftigten,BeschÃ¤ftigten,LOC,-0.7,0.0,de,2
Lützerath.,Lützerath.,LOC,-1.0,0.0,de,2
Australien,Australien,LOC,0.25,0.25,de,2
Kohlekompromiss,Kohlekompromiss,LOC,0.175,0.5,de,2
Angriffen,Angriffen,LOC,0.0,0.0,de,2
Braunkohlekraftwerk Jänschwalde,Braunkohlekraftwerk Jänschwalde,LOC,0.0,0.0,de,2
Wien,Wien,LOC,0.0,0.0,de,2
Indien,Indien,LOC,1.0,0.0,de,2
Lieferkettenprobleme,Lieferkettenprobleme,LOC,-0.35,0.0,de,2
Emobilität,Emobilität,LOC,0.8999999999999999,0.0,de,2
Persischen Golf,Persischen Golf,LOC,0.0,0.0,de,2
Selenskyj.,Selenskyj.,LOC,-0.15000000000000002,0.0,de,2
Nord-Stream-1-Pipeline,Nord-Stream-1-Pipeline,LOC,-0.85,0.0,de,2
Weida,Weida,LOC,0.0,0.0,de,2
Bornholm,Bornholm,LOC,0.0,0.5,de,2
Rom,Rom,LOC,0.0,0.0,de,2
Front-Durchbrüche,Front-Durchbrüche,LOC,0.0,0.0,de,2
Qatar.,Qatar.,LOC,-0.18333333333333332,0.0,de,2
Italiens,Italiens,LOC,-1.0,0.0,de,2
englischen Küste,englischen Küste,LOC,0.0,1.0,de,2
Flüssiggasterminals,Flüssiggasterminals,LOC,0.0,0.5,de,2
Duisburger,Duisburger,LOC,0.0,1.0,de,2
der Schweiz,der Schweiz,LOC,0.0,0.0,de,2
Freien,Freien,LOC,0.175,0.25,de,2
Balkan.,Balkan.,LOC,0.0,0.0,de,2
Beschäftigungsrückgang.,Beschäftigungsrückgang.,LOC,0.0,0.0,de,2
Albanien.,Albanien.,LOC,0.0,1.0,de,2
Oberhaching,Oberhaching,LOC,0.7,0.0,de,2
Giesinger Autobahn,Giesinger Autobahn,LOC,0.7,0.0,de,2
Elite-Verstärkungen,Elite-Verstärkungen,LOC,0.0,0.0,de,2
Luftlandetruppe im Donbass,Luftlandetruppe im Donbass,LOC,0.0,0.0,de,2
Ostseegrund,Ostseegrund,LOC,0.0,0.4,de,2
Nord-Stream-Lecks,Nord-Stream-Lecks,LOC,0.0,0.0,de,2
Europa?,Europa?,LOC,0.0,0.0,de,2
Indonesiens,Indonesiens,LOC,0.0,0.0,de,2
griechische Regierung,griechische Regierung,LOC,0.0,0.0,de,1
Alexandroupoli.,Alexandroupoli.,LOC,0.0,0.0,de,1
Türkei: Explosion,Türkei: Explosion,LOC,0.0,0.0,de,1
Neu Dehli,Neu Dehli,LOC,1.0,0.0,de,1
Istanbul:,Istanbul:,LOC,0.0,0.0,de,1
Stendal,Stendal,LOC,-1.0,0.0,de,1
Hafens,Hafens,LOC,0.0,0.0,de,1
Alexandroupoli,Alexandroupoli,LOC,0.0,0.0,de,1
Explosionen: Gouverneur: Vier Tote nach Explosion,Explosionen: Gouverneur: Vier Tote nach Explosion,LOC,0.0,0.0,de,1
Hamburg-Stellingen: Explosion in,Hamburg-Stellingen: Explosion in,LOC,0.0,0.0,de,1
Pleite-Risiko,Pleite-Risiko,LOC,0.7,0.0,de,1
Verdächtiger,Verdächtiger,LOC,0.0,0.0,de,1
Kap von der Kohle,Kap von der Kohle,LOC,0.0,0.0,de,1
Nordsyrien,Nordsyrien,LOC,-1.0,0.0,de,1
Südafrikas,Südafrikas,LOC,0.0,0.0,de,1
Russland-USA: Wladimir-Putin-»Koch«,Russland-USA: Wladimir-Putin-»Koch«,LOC,0.0,0.0,de,1
Bali: Zerstrittene Welt,Bali: Zerstrittene Welt,LOC,0.0,0.0,de,1
Wintertourismus: Wenn guter Schnee,Wintertourismus: Wenn guter Schnee,LOC,1.0,0.0,de,1
Milliardenausgaben,Milliardenausgaben,LOC,-0.7,0.0,de,1
Identitätsfälschungen,Identitätsfälschungen,LOC,-0.7,0.0,de,1
K…,K…,LOC,-0.7,0.0,de,1
Weltwetterorganisation,Weltwetterorganisation,LOC,0.0,0.0,de,1
Türkei: Verdächtiger,Türkei: Verdächtiger,LOC,0.0,0.0,de,1
Ukraine-Update.,Ukraine-Update.,LOC,0.0,0.0,de,1
Istanbuls,Istanbuls,LOC,-1.0,0.0,de,1
Front-Durchbrüche vor</li><…,Front-Durchbrüche vor</li><…,LOC,0.0,0.0,de,1
Eigenheim,Eigenheim,LOC,0.7,0.0,de,1
Mond,Mond,LOC,1.0,0.0,de,1
Terror.,Terror.,LOC,0.0,0.0,de,1
Bundesbankpräsident,Bundesbankpräsident,LOC,0.0,0.0,de,1
Erdogan,Erdogan,LOC,0.0,0.0,de,1
Pleitewelle.,Pleitewelle.,LOC,-1.0,0.0,de,1
Autozulieferern,Autozulieferern,LOC,-1.0,0.0,de,1
Kernkraftwerks Civaux,Kernkraftwerks Civaux,LOC,0.0,0.0,de,1
moldauischen Hauptstadt,moldauischen Hauptstadt,LOC,-0.7,0.0,de,1
Klimaschutzplänen,Klimaschutzplänen,LOC,-1.0,0.0,de,1
Istanbul: Videos,Istanbul: Videos,LOC,0.0,0.0,de,1
Energie-Krise,Energie-Krise,LOC,0.0,0.0,de,1
Istanbul: Recep,Istanbul: Recep,LOC,0.0,0.0,de,1
Kohlenhändler,Kohlenhändler,LOC,0.0,0.0,de,1
Kernkraftwerk Civaux,Kernkraftwerk Civaux,LOC,0.0,0.0,de,1
Uckermark: Suche,Uckermark: Suche,LOC,0.0,0.0,de,1
Ukraine: Mykolajiw: So,Ukraine: Mykolajiw: So,LOC,0.0,0.0,de,1
Lubmin:,Lubmin:,LOC,0.0,0.0,de,1
Russen-Abzug,Russen-Abzug,LOC,0.0,0.0,de,1
Agri-Photovoltaik.,Agri-Photovoltaik.,LOC,1.0,0.0,de,1
Worbis,Worbis,LOC,0.0,0.0,de,1
China?,China?,LOC,0.0,0.0,de,1
Region Cherson,Region Cherson,LOC,0.0,0.0,de,1
Russland: Frauen von Reservisten,Russland: Frauen von Reservisten,LOC,0.0,0.0,de,1
Getrennte Staaten von Amerika.,Getrennte Staaten von Amerika.,LOC,0.0,0.0,de,1
Ifo: Inflations-Entlastungen,Ifo: Inflations-Entlastungen,LOC,0.0,0.0,de,1
Gas-Dorf,Gas-Dorf,LOC,0.0,0.0,de,1
Kärntner,Kärntner,LOC,1.0,0.0,de,1
Gilching:,Gilching:,LOC,0.0,0.0,de,1
Drohnen-Lieferungen:,Drohnen-Lieferungen:,LOC,0.0,0.0,de,1
Rügen,Rügen,LOC,-0.25,0.0,de,1
houueu,houueu,LOC,0.0,0.0,de,1
Zehn-Prozent-Marke.,Zehn-Prozent-Marke.,LOC,0.0,0.0,de,1
Dnipro-Ufer,Dnipro-Ufer,LOC,0.7,0.0,de,1
Bali.,Bali.,LOC,0.0,0.0,de,1
Männerwohnheim,Männerwohnheim,LOC,-1.0,0.0,de,1
Gas-Pläne,Gas-Pläne,LOC,0.0,0.0,de,1
Trümmerberge,Trümmerberge,LOC,-1.0,0.0,de,1
Erdgaspläne,Erdgaspläne,LOC,0.0,0.0,de,1
Verschmutzer,Verschmutzer,LOC,0.0,0.0,de,1
Verformte,Verformte,LOC,-1.0,0.0,de,1
Garten,Garten,LOC,0.0,0.0,de,1
Umwelt:,Umwelt:,LOC,0.0,0.0,de,1
Klimaabgabe,Klimaabgabe,LOC,0.0,0.0,de,1
