,phrase,label,sentiment,subjectivity,language,count
Josep Borrell,Josep Borrell,PER,0.22083333333333335,0.0,de,12
Garri Kasparow,Garri Kasparow,PER,-0.13333333333333333,0.0,de,12
Rishi Sunak,Rishi Sunak,PER,0.18541666666666667,0.0,de,12
Carlo Masala,Carlo Masala,PER,0.18055555555555558,0.08333333333333333,de,12
Wolodimir Selenski,Wolodimir Selenski,PER,0.0,0.0,de,12
Saskia Esken,Saskia Esken,PER,0.19999999999999998,0.0,de,12
Karl Nehammer,Karl Nehammer,PER,-0.05833333333333333,0.0,de,12
Ramsan Kadyrow,Ramsan Kadyrow,PER,0.3227272727272727,0.0,de,11
Charles Michel,Charles Michel,PER,0.2545454545454545,0.0,de,11
Oleksii Makeiev,Oleksii Makeiev,PER,0.2696969696969697,0.1515151515151515,de,11
Ihor Klymenko,Ihor Klymenko,PER,-0.02727272727272728,0.09090909090909091,de,11
Rachid Chouakri,Rachid Chouakri,PER,-0.09090909090909091,0.09090909090909091,de,11
Kreml-Diktator Wladimir Putin,Kreml-Diktator Wladimir Putin,PER,-0.18636363636363634,0.13636363636363635,de,11
Maybrit Illner,Maybrit Illner,PER,-0.09545454545454546,0.022727272727272728,de,11
Walerij Saluschnyj,Walerij Saluschnyj,PER,-0.06818181818181818,0.0,de,11
Robert Fico,Robert Fico,PER,-0.14545454545454548,0.09090909090909091,de,11
Cem Özdemir,Cem Özdemir,PER,0.15909090909090906,0.045454545454545456,de,11
Söldnerchef Prigoschin,Söldnerchef Prigoschin,PER,-0.2121212121212121,0.09090909090909091,de,11
Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,PER,0.24,0.0,de,10
Kältere Nordatlantikluft,Kältere Nordatlantikluft,PER,0.7000000000000001,0.0,de,10
Karolin Schäfer,Karolin Schäfer,PER,-0.16999999999999998,0.1,de,10
Anna Netrebko,Anna Netrebko,PER,-0.09666666666666668,0.06666666666666667,de,10
Greta Thunberg,Greta Thunberg,PER,0.06999999999999999,0.0,de,10
Nancy Faeser,Nancy Faeser,PER,-0.2,0.0,de,10
Alexander Graf Lambsdorff,Alexander Graf Lambsdorff,PER,0.14499999999999996,0.04,de,10
Tino Chrupalla,Tino Chrupalla,PER,0.24,0.1,de,10
Joachim Gauck,Joachim Gauck,PER,0.225,0.1,de,10
Ricarda Lang,Ricarda Lang,PER,0.51,0.0,de,10
Thomas Bach,Thomas Bach,PER,0.25,0.18,de,10
Christine Lambrecht,Christine Lambrecht,PER,0.20999999999999996,0.1,de,10
Harry Kane,Harry Kane,PER,0.037037037037037035,0.0,de,9
Cyril Ramaphosa,Cyril Ramaphosa,PER,0.16666666666666666,0.07407407407407407,de,9
Adolf Hitler,Adolf Hitler,PER,0.1111111111111111,0.0,de,9
Mario Kohle,Mario Kohle,PER,0.22777777777777775,0.044444444444444446,de,9
Sergei Gerasimow,Sergei Gerasimow,PER,0.0,0.0,de,9
Dieter Bohlen,Dieter Bohlen,PER,0.03333333333333334,0.0,de,9
Karl Lauterbach,Karl Lauterbach,PER,0.23333333333333328,0.1111111111111111,de,9
Boris Johnson,Boris Johnson,PER,0.005555555555555548,0.16666666666666666,de,9
Sahra Wagenknecht,Sahra Wagenknecht,PER,-0.1222222222222222,0.037037037037037035,de,9
Putins Koch,Putins Koch,PER,0.11666666666666665,0.0,de,8
Andrej Medwedew,Andrej Medwedew,PER,-0.26875,0.0,de,8
Wang Yi,Wang Yi,PER,-0.125,0.0,de,8
Micheil Saakaschwili,Micheil Saakaschwili,PER,-0.0875,0.0,de,8
Jürgen Trittin,Jürgen Trittin,PER,-0.05625000000000001,0.0,de,8
Kremlgegner Nawalny,Kremlgegner Nawalny,PER,0.125,0.0,de,8
Maria Lwowa-Belowa,Maria Lwowa-Belowa,PER,0.25,0.0,de,8
Markus Reisner,Markus Reisner,PER,0.0875,0.125,de,8
Anne Will,Anne Will,PER,0.0,0.2375,de,8
Manuela Schwesig,Manuela Schwesig,PER,0.42500000000000004,0.125,de,8
Andrij Jermak,Andrij Jermak,PER,0.175,0.0,de,8
Giorgia Meloni,Giorgia Meloni,PER,0.0,0.0,de,8
Marcel Fratzscher,Marcel Fratzscher,PER,-0.17142857142857143,0.0,de,7
Patrick Sensburg,Patrick Sensburg,PER,0.0,0.7142857142857143,de,7
Wladlen Tatarski,Wladlen Tatarski,PER,0.12142857142857143,0.0,de,7
Denys Schmyhal,Denys Schmyhal,PER,0.14285714285714285,0.0,de,7
Herta Müller,Herta Müller,PER,0.09999999999999999,0.07142857142857142,de,7
Mateusz Morawiecki,Mateusz Morawiecki,PER,0.09999999999999999,0.0,de,7
Svenja Schulze,Svenja Schulze,PER,0.09999999999999999,0.2857142857142857,de,7
Lisa Paus,Lisa Paus,PER,0.42857142857142855,0.0,de,7
Thorsten Kramer,Thorsten Kramer,PER,-0.24999999999999997,0.11904761904761904,de,7
Barack Obama,Barack Obama,PER,-0.09999999999999999,0.0,de,7
Klara Geywitz,Klara Geywitz,PER,0.12142857142857143,0.0,de,7
Joseph Schulte,Joseph Schulte,PER,0.42857142857142855,0.0,de,7
Sergej Surowikin,Sergej Surowikin,PER,0.21904761904761902,0.0,de,7
Jürgen Weichert,Jürgen Weichert,PER,0.2857142857142857,0.0,de,7
Nail Akkoyun,Nail Akkoyun,PER,0.14285714285714285,0.0,de,7
Ulrich Reitz,Ulrich Reitz,PER,0.0,0.0,de,7
Dow Jones,Dow Jones,PER,-0.07142857142857142,0.14285714285714285,de,7
Roger Waters,Roger Waters,PER,0.0,0.0,de,7
Andrej Medwedjew,Andrej Medwedjew,PER,0.5,0.0,de,6
Olena Selenska,Olena Selenska,PER,-0.5166666666666666,0.0,de,6
Leonid Wolkow,Leonid Wolkow,PER,0.3333333333333333,0.0,de,6
Li Qiang,Li Qiang,PER,0.45,0.0,de,6
Wjatscheslaw Wolodin,Wjatscheslaw Wolodin,PER,-0.5666666666666667,0.0,de,6
Alexandr Lukaschenko,Alexandr Lukaschenko,PER,0.16666666666666666,0.16666666666666666,de,6
Dmitry Glukhovsky,Dmitry Glukhovsky,PER,-0.4666666666666666,0.0,de,6
Willy Brandt,Willy Brandt,PER,-0.3333333333333333,0.0,de,6
Ajay Banga,Ajay Banga,PER,0.2333333333333333,0.0,de,6
Gustavo Petro,Gustavo Petro,PER,-0.3333333333333333,0.0,de,6
Stefan Kraft,Stefan Kraft,PER,0.11666666666666665,0.0,de,6
Rob Bauer,Rob Bauer,PER,0.4666666666666666,0.0,de,6
Alexei Nawalny,Alexei Nawalny,PER,-0.16666666666666666,0.0,de,6
Matteo Messina Denaro,Matteo Messina Denaro,PER,0.11666666666666665,0.16666666666666666,de,6
Isabella Weber,Isabella Weber,PER,0.0,0.0,de,6
Franz Alt,Franz Alt,PER,0.5333333333333333,0.10666666666666667,de,6
Lars Feld,Lars Feld,PER,0.4666666666666666,0.0,de,6
Volker Wissing,Volker Wissing,PER,0.0,0.0,de,6
Margot Robbie,Margot Robbie,PER,0.7416666666666667,0.08333333333333333,de,6
Prinz Harry,Prinz Harry,PER,-0.17499999999999996,0.0,de,6
Hans-Lothar Domröse,Hans-Lothar Domröse,PER,0.0,0.0,de,6
Victoria Lomasko,Victoria Lomasko,PER,0.0,0.0,de,6
Sean Penn,Sean Penn,PER,0.21666666666666667,0.16666666666666666,de,6
Alexej Nawalnyj,Alexej Nawalnyj,PER,-0.25,0.08333333333333333,de,6
Sven Krüger,Sven Krüger,PER,-0.5666666666666667,0.0,de,6
Henry Kissinger,Henry Kissinger,PER,0.0,0.0,de,6
Ungarns Premier,Ungarns Premier,PER,-0.7166666666666667,0.0,de,6
Kevin McCarthy,Kevin McCarthy,PER,0.2833333333333333,0.0,de,6
Caspar Felix Hoffmann,Caspar Felix Hoffmann,PER,-0.39999999999999997,0.16666666666666666,de,6
Reinhard Marx,Reinhard Marx,PER,-0.4666666666666666,0.0,de,6
Wolodimir Selenskij,Wolodimir Selenskij,PER,0.14166666666666666,0.16666666666666666,de,6
Mona Neubaur,Mona Neubaur,PER,-0.3333333333333333,0.0,de,6
Maia Sandu,Maia Sandu,PER,-0.16666666666666666,0.0,de,6
Jim Jordan,Jim Jordan,PER,0.025000000000000005,0.0,de,6
nan Russlands,nan Russlands,PER,0.3333333333333333,0.0,de,6
Joschka Fischer,Joschka Fischer,PER,-0.3499999999999999,0.0,de,6
Andrea Sawatzki,Andrea Sawatzki,PER,0.7000000000000001,0.0,de,6
Hendrik Wüst,Hendrik Wüst,PER,-0.975,0.0,de,6
Jelena Issinbajewa,Jelena Issinbajewa,PER,0.0,0.0,de,6
Justin Trudeau,Justin Trudeau,PER,0.2833333333333333,0.0,de,6
Liebe Leserin,Liebe Leserin,PER,0.8562500000000001,0.0,de,6
Irina Scherbakowa,Irina Scherbakowa,PER,0.16666666666666666,0.0,de,6
Sergej Sobjanin,Sergej Sobjanin,PER,-0.5,0.0,de,6
Christian Stör,Christian Stör,PER,0.16666666666666666,0.16666666666666666,de,6
Tim Vincent Dicke,Tim Vincent Dicke,PER,0.0,0.0,de,6
Lucas Hernández,Lucas Hernández,PER,0.3333333333333333,0.0,de,6
Hubertus Heil,Hubertus Heil,PER,0.9249999999999999,0.0,de,6
Norbert Röttgen,Norbert Röttgen,PER,-0.45,0.0,de,6
Manuel Frondel,Manuel Frondel,PER,0.0,0.0,de,6
Bernd Riegert,Bernd Riegert,PER,0.0,0.0,de,6
Roderich Kiesewetter,Roderich Kiesewetter,PER,0.2,0.0,de,5
Sachar Prilepin,Sachar Prilepin,PER,-0.78,0.0,de,5
Reiner Haseloff,Reiner Haseloff,PER,-0.16999999999999998,0.0,de,5
Wassyl Maljuk,Wassyl Maljuk,PER,0.20999999999999996,0.5,de,5
Kevin Costner,Kevin Costner,PER,0.0,0.6,de,5
Karl Geiger,Karl Geiger,PER,0.13999999999999999,0.0,de,5
Sigmar Gabriel,Sigmar Gabriel,PER,-0.030000000000000006,0.0,de,5
Daniela Brodesser,Daniela Brodesser,PER,0.0,0.0,de,5
Alain Berset,Alain Berset,PER,0.13999999999999999,0.0,de,5
Mark Milley,Mark Milley,PER,0.2,0.2,de,5
John Kirby,John Kirby,PER,-0.06000000000000001,0.0,de,5
Isabel Schnabel,Isabel Schnabel,PER,0.0,0.0,de,5
Petr Fiala,Petr Fiala,PER,0.0,0.0,de,5
Hunter Biden,Hunter Biden,PER,0.0,0.0,de,5
Winfried Kretschmann,Winfried Kretschmann,PER,-0.030000000000000006,0.0,de,5
Oliver Alexander,Oliver Alexander,PER,0.0,0.0,de,5
Anders Puck Nielsen,Anders Puck Nielsen,PER,-0.6,0.0,de,5
Stephan Laack,Stephan Laack,PER,0.0,0.0,de,5
Thorsten Heinrich,Thorsten Heinrich,PER,-0.2,0.0,de,5
Franziska Giffey,Franziska Giffey,PER,-0.13999999999999999,0.2,de,5
Lina E,Lina E,PER,-0.13999999999999999,0.0,de,5
Jaroslaw Szymczyk,Jaroslaw Szymczyk,PER,0.13999999999999999,0.0,de,5
Katja Mast,Katja Mast,PER,-0.26,0.0,de,5
Silvia Stöber,Silvia Stöber,PER,0.0,0.0,de,5
Kamala Harris,Kamala Harris,PER,-0.27999999999999997,0.0,de,5
Nikolai Patruschew,Nikolai Patruschew,PER,-0.10999999999999999,0.0,de,5
Micah Richards,Micah Richards,PER,0.0,0.0,de,5
Steffen Hebestreit,Steffen Hebestreit,PER,0.54,0.0,de,5
Joe Bidens,Joe Bidens,PER,-0.2,0.0,de,5
Ilja Jaschin,Ilja Jaschin,PER,-0.2,0.0,de,5
Paul René Seger,Paul René Seger,PER,0.7,0.0,de,5
Sandra Maischberger,Sandra Maischberger,PER,-0.06000000000000001,0.0,de,5
Frank Werneke,Frank Werneke,PER,0.2333333333333333,0.4666666666666666,de,5
Deniz Yücel,Deniz Yücel,PER,-0.2,0.0,de,5
Taylor Swift,Taylor Swift,PER,0.0,0.0,de,5
Wolodymir Selenskyj,Wolodymir Selenskyj,PER,0.47000000000000003,0.0,de,5
Peter Szijjarto,Peter Szijjarto,PER,0.0,0.0,de,5
Sandra Kathe,Sandra Kathe,PER,-0.2,0.2,de,5
Péter Szijjártó,Péter Szijjártó,PER,0.0,0.0,de,5
Timothy Snyder,Timothy Snyder,PER,-0.2,0.0,de,5
Jekaterina Dunzowa,Jekaterina Dunzowa,PER,0.0,0.0,de,5
Post von Wagner,Post von Wagner,PER,-0.2,0.0,de,5
Jerome Powell,Jerome Powell,PER,0.2,0.0,de,5
Benjamin Netanjahu,Benjamin Netanjahu,PER,-0.06000000000000001,0.0,de,5
Arthur E,Arthur E,PER,0.2,0.0,de,5
Charles III,Charles III,PER,-0.09000000000000001,0.0,de,5
Wjatscheslaw Gladkow,Wjatscheslaw Gladkow,PER,0.0,0.0,de,5
Paul Ronzheimer,Paul Ronzheimer,PER,0.13999999999999999,0.0,de,5
Herfried Münkler,Herfried Münkler,PER,0.0,0.0,de,5
Sergei Lawrow,Sergei Lawrow,PER,0.13999999999999999,0.0,de,5
Putin +++,Putin +++,PER,-0.24,0.1,de,5
Serhij Zhadan,Serhij Zhadan,PER,-0.2,0.0,de,5
Nikolai Peskow,Nikolai Peskow,PER,-0.09500000000000001,0.0,de,5
Klaus-Rainer Jackisch,Klaus-Rainer Jackisch,PER,0.0,0.0,de,4
Konrad Adenauer,Konrad Adenauer,PER,0.0,0.0,de,4
Petr Pavel,Petr Pavel,PER,0.175,0.0,de,4
Yuriy Gurzhy,Yuriy Gurzhy,PER,0.0,0.0,de,4
Christina Nagel,Christina Nagel,PER,0.0,0.0,de,4
Frank Aischmann,Frank Aischmann,PER,0.0,0.0,de,4
Bruno Le Maire,Bruno Le Maire,PER,0.175,0.2,de,4
aka Girkín,aka Girkín,PER,0.0,0.0,de,4
Stefan Krieger,Stefan Krieger,PER,0.25,0.0,de,4
Igor Girkin,Igor Girkin,PER,0.35,0.0,de,4
Bettina Stark-Watzinger,Bettina Stark-Watzinger,PER,0.0,0.0,de,4
Kateryna Demerza,Kateryna Demerza,PER,0.0,0.0,de,4
Igor Strelkov,Igor Strelkov,PER,0.0,0.0,de,4
Bill Clinton,Bill Clinton,PER,-1.0,0.0,de,4
Benjamin Weigl,Benjamin Weigl,PER,0.0,0.0,de,4
Daniel Günther,Daniel Günther,PER,0.0,0.5,de,4
Monika Schnitzer,Monika Schnitzer,PER,0.0,0.0,de,4
Bundesnetzagentur-Chef Müller,Bundesnetzagentur-Chef Müller,PER,0.0,0.0,de,4
Stefan Mross,Stefan Mross,PER,-0.11250000000000002,0.0,de,4
Alexej Nawalnys,Alexej Nawalnys,PER,0.0,0.0,de,4
Oleksandra Matwijtschuk,Oleksandra Matwijtschuk,PER,0.35,0.0,de,4
Eva Högl,Eva Högl,PER,0.0875,0.25,de,4
Arbeitsagentur-Chefin Andrea Nahles,Arbeitsagentur-Chefin Andrea Nahles,PER,0.7,0.0,de,4
Yasser Alwan,Yasser Alwan,PER,0.0,0.0,de,4
Margarita Simonjan,Margarita Simonjan,PER,0.35,0.0,de,4
Sönke Neitzel,Sönke Neitzel,PER,0.13749999999999998,0.0,de,4
Baschar al-Assad,Baschar al-Assad,PER,0.0875,0.0,de,4
Alexei Kudrin,Alexei Kudrin,PER,0.175,0.0,de,4
George Clooney,George Clooney,PER,0.5,0.0,de,4
Fidel Castro,Fidel Castro,PER,0.875,0.125,de,4
Ihor Terechow,Ihor Terechow,PER,0.0,0.0,de,4
Matthias Handel,Matthias Handel,PER,0.0,0.0,de,4
Veronika Grimm,Veronika Grimm,PER,0.3125,0.0,de,4
Liz Truss,Liz Truss,PER,0.0,0.0,de,4
Recep Tayyip Erdoan,Recep Tayyip Erdoan,PER,0.175,0.0,de,4
Wolodimir SelenskiSelenski,Wolodimir SelenskiSelenski,PER,0.0,0.0,de,4
Recep Tayyip Erdoğan,Recep Tayyip Erdoğan,PER,-0.25,0.0,de,4
Tanja Chawla,Tanja Chawla,PER,0.6,0.0,de,4
Ukraines Präsident Selenskyj,Ukraines Präsident Selenskyj,PER,0.175,0.0,de,4
Angela Göpfert,Angela Göpfert,PER,0.0,0.0,de,4
Lukas Wörle,Lukas Wörle,PER,-0.07500000000000001,0.0,de,4
Lew Gudkow,Lew Gudkow,PER,-0.375,0.125,de,4
Dmitri Rogosin,Dmitri Rogosin,PER,-0.25,0.0,de,4
Michael Larcher,Michael Larcher,PER,0.0,0.0,de,4
Michael Voigtländer,Michael Voigtländer,PER,1.0,0.0,de,4
Ernst Bloch,Ernst Bloch,PER,-0.25,0.0,de,4
Pawel Antow,Pawel Antow,PER,0.25,0.0,de,4
Helena Steinhaus,Helena Steinhaus,PER,-0.4625,0.0,de,4
Netzagenturchef Müller,Netzagenturchef Müller,PER,0.0,0.0,de,4
Irina Rastorgujewa,Irina Rastorgujewa,PER,0.006249999999999992,0.0,de,4
Oleksij Makejew,Oleksij Makejew,PER,0.25,0.25,de,4
Siegfried Wolf,Siegfried Wolf,PER,0.175,0.0,de,4
Fatih Birol,Fatih Birol,PER,-0.175,0.0,de,4
Silvio Berlusconi,Silvio Berlusconi,PER,0.175,0.0,de,4
nan Rivva,nan Rivva,PER,0.0,0.0,de,4
Lula da Silva,Lula da Silva,PER,0.25,0.0,de,4
Max S,Max S,PER,-0.35,0.0,de,4
Xi Jinpings,Xi Jinpings,PER,-0.325,0.0,de,4
Regierungsvize Kubrakow,Regierungsvize Kubrakow,PER,-1.0,0.0,de,4
Michael Roth,Michael Roth,PER,0.5,0.0,de,4
FOCUS-online-Experte Thomas Jäger,FOCUS-online-Experte Thomas Jäger,PER,0.0,1.0,de,4
Ukraine-Präsident Wolodymyr Selenskyj,Ukraine-Präsident Wolodymyr Selenskyj,PER,0.0,0.25,de,4
Alexander Kluge,Alexander Kluge,PER,0.25,0.0,de,4
Ukraines Präsident Selenski,Ukraines Präsident Selenski,PER,-0.35,0.0,de,4
EZB-Präsidentin Lagarde,EZB-Präsidentin Lagarde,PER,-0.35,0.0,de,4
Mike Tyson,Mike Tyson,PER,0.0,0.0,de,4
Whitney Houston,Whitney Houston,PER,0.0,0.0,de,4
Alexander Oliver,Alexander Oliver,PER,0.0,0.0,de,4
Wintershall Dea,Wintershall Dea,PER,0.0,0.0,de,4
Gerhard Mangott,Gerhard Mangott,PER,-0.125,0.625,de,4
Oleksij Resnikow,Oleksij Resnikow,PER,0.0,0.0,de,4
Lindsey Graham,Lindsey Graham,PER,-1.0,0.0,de,4
Michael Thumann,Michael Thumann,PER,0.25,0.0,de,4
Jewgeni Prigoschins,Jewgeni Prigoschins,PER,0.0,0.0,de,4
Merrick Garland,Merrick Garland,PER,0.0,0.0,de,4
Yasmin Fahimi,Yasmin Fahimi,PER,0.425,0.0,de,4
Gerd Müller,Gerd Müller,PER,0.0,0.0,de,3
Indiana Jones,Indiana Jones,PER,0.0,0.0,de,3
Viktor Jerofejew,Viktor Jerofejew,PER,0.0,0.0,de,3
Tim Scott,Tim Scott,PER,0.2333333333333333,0.0,de,3
Klaas Knot,Klaas Knot,PER,-0.2333333333333333,0.0,de,3
Teresa Toth,Teresa Toth,PER,-0.2333333333333333,0.0,de,3
Benjamin Eyssel,Benjamin Eyssel,PER,0.0,0.0,de,3
Alvin Bragg,Alvin Bragg,PER,0.0,0.0,de,3
Serhij Tscherewatyj,Serhij Tscherewatyj,PER,0.0,0.0,de,3
Iryna Wereschtschuk,Iryna Wereschtschuk,PER,-0.4666666666666666,0.0,de,3
Jan-Frederik Wendt,Jan-Frederik Wendt,PER,-0.2333333333333333,0.3333333333333333,de,3
Philipp Hildebrand,Philipp Hildebrand,PER,0.0,0.0,de,3
Reinhold Messner,Reinhold Messner,PER,0.3333333333333333,0.0,de,3
Alexej Moskaljows,Alexej Moskaljows,PER,0.2333333333333333,0.0,de,3
Fed-Chef Powell,Fed-Chef Powell,PER,0.0,0.0,de,3
Präsidentenberater Podoljak,Präsidentenberater Podoljak,PER,0.5666666666666667,0.0,de,3
Ali Yerlikaya,Ali Yerlikaya,PER,0.0,0.0,de,3
Waleri Gerassimow,Waleri Gerassimow,PER,0.0,0.0,de,3
Petteri Orpo,Petteri Orpo,PER,0.0,0.0,de,3
Kim Kardashian,Kim Kardashian,PER,0.6666666666666666,0.0,de,3
Wiktor But,Wiktor But,PER,0.0,0.0,de,3
Putin Minsk,Putin Minsk,PER,0.3333333333333333,0.0,de,3
Christian Thönes,Christian Thönes,PER,0.0,0.0,de,3
Andrea Beer,Andrea Beer,PER,0.0,0.0,de,3
Carmen Walker Späh,Carmen Walker Späh,PER,0.0,0.0,de,3
Karim Khan,Karim Khan,PER,0.2333333333333333,0.0,de,3
Klaus Theweleit,Klaus Theweleit,PER,-0.5,0.16666666666666666,de,3
Mary Ellen Mark,Mary Ellen Mark,PER,0.3333333333333333,0.0,de,3
Jessy Wellmer,Jessy Wellmer,PER,0.0,0.0,de,3
Wladimir Solowjow,Wladimir Solowjow,PER,0.0,0.0,de,3
Viktor Bout,Viktor Bout,PER,0.0,0.0,de,3
Mehr Schlagzeil,Mehr Schlagzeil,PER,0.0,1.0,de,3
Reinhard Haller,Reinhard Haller,PER,0.4666666666666666,0.0,de,3
Davide Bais,Davide Bais,PER,1.0,0.0,de,3
Xi Putin,Xi Putin,PER,0.4666666666666666,0.0,de,3
FOCUS-online-Autor Christoph Sackmann,FOCUS-online-Autor Christoph Sackmann,PER,0.0,0.6666666666666666,de,3
Justus Frantz,Justus Frantz,PER,0.0,0.0,de,3
