domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.zeit.de,-0.008898963856005042,0.13090639046589772,0.019299352006520287,0.06804095597887427,1967.0
www.n-tv.de,0.08298186438492512,0.2018461449772353,0.034071994071994155,0.09533117922254176,1813.0
www.faz.net,-0.017597349113286857,0.23331109138347,0.050187705178439096,0.11057259330360296,1349.0
www.welt.de,0.022213510404161696,0.21181159025401397,0.0703191991082148,0.10407598422183038,833.0
www.stern.de,-0.016118429212342827,0.26426962712734886,0.058782029973129465,0.14085507482350365,764.0
www.tagesschau.de,-0.007136683877579187,0.23249349961919824,0.07056662440577459,0.1452705270785034,659.0
www.focus.de,-0.022319666378239112,0.2542026835250579,0.08113540724851319,0.1400665723105566,557.0
www.handelsblatt.com,0.019947947285910227,0.22074295232053104,0.049777255209354,0.10368571197617871,486.0
www.sueddeutsche.de,0.026765326013446313,0.25939614708732484,0.08650296375860281,0.14884362787175068,399.0
www.spiegel.de,0.019642120331775488,0.19831115176659436,0.0844834954317713,0.1132781857891193,377.0
www.morgenpost.de,0.010736176456610581,0.18262909021858684,0.059011976047904154,0.09939467344961939,334.0
www.tagesspiegel.de,0.03120770102912959,0.19480629222670715,0.0622274550845979,0.1235784754744528,273.0
www.bild.de,-0.0066500936734399845,0.24138095528704195,0.047034360653037684,0.10532300501601526,257.0
www.wiwo.de,0.022894951972205188,0.1784577922593685,0.054391477621091325,0.09613686807213288,233.0
taz.de,0.007687194036493098,0.21236631517092963,0.04964767838599614,0.10961308655537408,214.0
consent.google.com,-0.06249390243902439,0.4014364451511466,0.03211382113821138,0.14760894964033208,205.0
www.nzz.ch,0.0164586234103778,0.1734737263315822,0.05004200315603825,0.08157064435881449,171.0
www.dw.com,0.004892156862745096,0.19304330226999294,0.05089239028944913,0.10752106839213804,170.0
orf.at,0.017457054093567258,0.2352246915505949,0.05657894736842106,0.14137462294560735,152.0
www.diepresse.com,0.003167848699763595,0.24983044037355082,0.04626252392209839,0.13128411013431887,141.0
www.golem.de,0.05000402187902186,0.09645119966508311,0.01977155727155727,0.04702285687210247,74.0
www.telepolis.de,-0.010278604497354496,0.17723927026823616,0.055486662257495586,0.1193662744717523,72.0
www.jungewelt.de,-0.0035219994430520807,0.2015137932257337,0.058089668615984406,0.1589901101693319,57.0
www.freitag.de,-0.017430758017492727,0.24593874303996363,0.06532231940395206,0.10961470545741654,49.0
www.heise.de,0.04585213032581453,0.29446864710134063,0.036904761904761905,0.08063473906957402,38.0
www.basicthinking.de,0.03632473544973544,0.21536107857956285,0.16558862433862434,0.1868455852231116,30.0
www.t-online.de,-0.06047059422059423,0.2292195782972934,0.0264957264957265,0.06458428682321606,26.0
web.de,-0.11733333333333333,0.30122166379717896,0.06666666666666667,0.1502313031443329,25.0
www.fr.de,-0.09364734299516907,0.35136621382849653,0.018115942028985504,0.07087352575885748,23.0
www.der-postillon.com,0.13791144527986632,0.35595957545008317,0.14463241436925647,0.16340387600038847,19.0
www.kicker.de,0.08057142857142857,0.22434629148573276,0.1484920634920635,0.16876261465686085,15.0
www.perlentaucher.de,-0.015138888888888893,0.26554958219330516,0.0707142857142857,0.10093942138117688,14.0
www.brigitte.de,0.23242772108843535,0.2376746906112042,0.10731292517006803,0.14247266419688373,14.0
www.autobild.de,0.049930555555555554,0.25880417949661444,0.08263888888888889,0.13344968092905782,12.0
de.rt.com,0.017045454545454544,0.17533118013426113,0.09772727272727272,0.11750241777009604,11.0
stadt-bremerhaven.de,0.1239962121212121,0.17173685908662528,0.1081439393939394,0.1642862681542204,11.0
vorarlberg.orf.at,0.2000270562770563,0.1659956973675128,0.06931818181818182,0.12136767953769091,11.0
www.manager-magazin.de,-0.07197916666666668,0.19131563189385348,0.18166666666666667,0.244374990132929,10.0
t3n.de,0.22477976190476187,0.2672929921026234,0.07704761904761905,0.11716518047718334,10.0
ooe.orf.at,0.09031249999999999,0.17530565376368312,0.05416666666666666,0.10767248579619057,10.0
noe.orf.at,-0.01685714285714286,0.1703322084178145,0.02222222222222222,0.07027283689263064,10.0
versicherungswirtschaft-heute.de,-0.06375,0.20103057889483789,0.05,0.14142135623730953,8.0
futurezone.at,0.021825396825396828,0.2715999528562816,0.031746031746031744,0.0839921051131616,7.0
www.spektrum.de,0.1305952380952381,0.06889792887434718,0.06428571428571428,0.09449111825230681,7.0
winfuture.de,0.0004761904761904793,0.23501322714097803,0.10476190476190476,0.17994708216848745,7.0
steiermark.orf.at,0.11013605442176869,0.25025832674406717,0.0748299319727891,0.10947943496211619,7.0
www.prnewswire.com,0.1142857142857143,0.20354009783964297,0.0,0.0,7.0
tirol.orf.at,0.038571428571428555,0.15486083529052241,0.12619047619047621,0.15270921982678656,7.0
salzburg.orf.at,-0.18666666666666665,0.20901621415042845,0.3083333333333333,0.18127633908238303,6.0
wien.orf.at,0.061746031746031736,0.2171398635271227,0.2071428571428571,0.13635188570274298,6.0
www.pcgames.de,-0.05902777777777778,0.15675566325642898,0.058531746031746025,0.06696538799798245,6.0
www.wissenschaft.de,0.08657407407407407,0.21902150992699232,0.1875,0.22008521077073764,6.0
burgenland.orf.at,0.05007936507936508,0.17982901091604933,0.10714285714285714,0.11517511068997927,6.0
de.euronews.com,-0.036111111111111115,0.1529039882724765,0.027777777777777776,0.06804138174397717,6.0
www.voltairenet.org,0.034999999999999996,0.19254725249778154,0.027777777777777776,0.06804138174397717,6.0
www.rnd.de,-0.042499999999999996,0.1060823841277251,0.0,0.0,5.0
www.computerbase.de,0.22999999999999998,0.1905401678270373,0.0,0.0,5.0
www.chip.de,0.22866666666666663,0.23141218036702865,0.06666666666666667,0.14907119849998596,5.0
www.ndr.de,-0.018000000000000006,0.24054740812479264,0.04,0.0894427190999916,5.0
www.businessinsider.de,-0.06666666666666667,0.19746659351787976,0.016666666666666666,0.03726779962499649,5.0
oesterreich.orf.at,0.27999999999999997,0.4381780460041329,0.1,0.14907119849998599,5.0
praxistipps.chip.de,0.36984126984126975,0.2428183974176269,0.1742063492063492,0.19573792323690495,5.0
www.giga.de,0.28154761904761905,0.2679556697099451,0.15428571428571428,0.1451248582765748,5.0
kaernten.orf.at,0.03472222222222222,0.196908984427192,0.09722222222222221,0.15957118462605632,4.0
www.finanzen.net,-0.11875,0.10237345395205766,0.0,0.0,4.0
www.googlewatchblog.de,0.08541666666666667,0.1537155562141393,0.4444444444444444,0.22566773346210997,4.0
www.msn.com,-0.1,0.2,0.0,0.0,4.0
www.kino-zeit.de,-0.05555555555555555,0.2545875386086578,0.05555555555555555,0.09622504486493763,3.0
www.rbb24.de,0.17499999999999996,0.3031088913245535,0.08333333333333333,0.14433756729740646,3.0
www.merkur.de,-0.07222222222222223,0.8938576405007016,0.05555555555555555,0.09622504486493763,3.0
www.kino.de,-0.16984126984126982,0.4427888665579732,0.0,0.0,3.0
www.apfelpage.de,-0.07222222222222223,0.1250925583244189,0.0,0.0,3.0
www.cio.de,0.11944444444444442,0.2048599340832477,0.2111111111111111,0.18358568490953672,3.0
www.titanic-magazin.de,0.11296296296296295,0.19565759122537316,0.07407407407407407,0.06415002990995841,3.0
www.zdnet.de,0.013333333333333329,0.05131601439446884,0.10000000000000002,0.1,3.0
'Ukraine',0.0,0.0,0.0,0.0,3.0
'Waffen',0.0,0.0,0.0,0.0,3.0
11freunde.de,-0.12666666666666665,0.14189197769195175,0.0,0.0,3.0
de.catholicnewsagency.com,-0.05833333333333333,0.10103629710818451,0.0,0.0,3.0
hallespektrum.de,-0.11666666666666665,0.20207259421636903,0.0,0.0,3.0
www.br.de,-0.1277777777777778,0.32758939972901263,0.2222222222222222,0.2545875386086578,3.0
meedia.de,0.06999999999999999,0.09899494936611665,0.0,0.0,2.0
'Knappheit',0.0,0.0,0.0,0.0,2.0
www.kraftfuttermischwerk.de,0.0,0.0,0.0,0.0,2.0
